1,狗狗上廁所訓練,蔡喜名,74,2000,2020-12-14,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=zcRvXTjW1RU&ab_channel=%E5%A6%9E%E6%96%B0%E8%81%9E
2,貓貓餵食,陳焦糖,67,1280,2000-08-13,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=h_0XcWmepf4&ab_channel=%E8%90%8C%E5%AE%A0%E8%AE%B0%E4%BA%8Bcutedog
3,貓砂清理,羅辛何,87,3560,2018-02-28,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=WsBv8--PX3o&ab_channel=%E7%88%AA%E5%AD%90%E6%AE%BF%E4%B8%8B
4,遛狗GOGO,楊小慧,34,1180,2019-12-24,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=ur3NKd91i5I&ab_channel=%E3%80%90%E5%AF%B5%E4%BC%B4%E3%80%91Partners
5,人寵關係,陳曉東,45,650,2019-12-07,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=JXcDwFnMI9M&ab_channel=%E5%93%A9%E8%B3%80Genieyang
6,貓耳照顧,汪東河,88,1600,2014-07-04,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=7zPHkjzprG4&ab_channel=%E6%88%91%E6%98%AF%E9%A6%99%E8%8F%87Mushroom
7,導盲犬導論,陳家豪,35,360,2018-05-22,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=WK_-Pv4UWR4&ab_channel=%E6%8B%89%E5%A7%86%E6%9C%89%E5%B9%BE%E5%99%97
8,寵物安心感,林志成,46,480,2007-10-09,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=DYijuygHYA4&ab_channel=RVT%E5%A4%A7%E7%AB%B9%E5%AD%90
9,獸醫導論,林宜靜,89,1181,2015-05-27,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=_6vn5Jh31aM&ab_channel=%E6%9D%8E%E5%96%9C%E7%8C%AB
10,飼主導論,劉育華,36,651,2016-03-12,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=vbhlSn0jyX8&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
11,聆聽寵物心聲,陳雅婷,47,1601,2010-08-10,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=2Yqtm1lVMbk&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
12,狗狗刷牙,陳秋星,90,361,2008-05-23,english,english,寵物照護,https://www.youtube.com/watch?v=zcRvXTjW1RU&ab_channel=%E5%A6%9E%E6%96%B0%E8%81%9E
13,遛狗GOGO,李俊妮,37,481,2005-10-02,english,english,寵物訓練,https://www.youtube.com/watch?v=h_0XcWmepf4&ab_channel=%E8%90%8C%E5%AE%A0%E8%AE%B0%E4%BA%8Bcutedog
14,人寵關係,蔡宛州,48,1182,2014-07-07,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=WsBv8--PX3o&ab_channel=%E7%88%AA%E5%AD%90%E6%AE%BF%E4%B8%8B
15,狗狗刷牙,周怡芃,91,652,2012-05-25,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=ur3NKd91i5I&ab_channel=%E3%80%90%E5%AF%B5%E4%BC%B4%E3%80%91Partners
16,導盲犬導論,鄧郁婷,38,1602,2005-08-06,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=JXcDwFnMI9M&ab_channel=%E5%93%A9%E8%B3%80Genieyang
17,人寵關係,蘇家祥,49,362,2021-09-05,english,english,人寵關係,https://www.youtube.com/watch?v=7zPHkjzprG4&ab_channel=%E6%88%91%E6%98%AF%E9%A6%99%E8%8F%87Mushroom
18,獸醫導論,吳柏伯,92,482,2014-09-04,english,english,寵物照護,https://www.youtube.com/watch?v=WK_-Pv4UWR4&ab_channel=%E6%8B%89%E5%A7%86%E6%9C%89%E5%B9%BE%E5%99%98
19,狗狗上廁所訓練,張家瑋,39,1183,2010-12-13,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=DYijuygHYA4&ab_channel=RVT%E5%A4%A7%E7%AB%B9%E5%AD%91
20,人寵關係,楊俊偉,50,2001,2001-03-06,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=_6vn5Jh31aM&ab_channel=%E6%9D%8E%E5%96%9C%E7%8C%AB
21,狗狗接飛盤,李育修,88,1281,2000-02-05,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=vbhlSn0jyX8&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
22,貓狗相處,梁佩儒,35,3561,2010-03-01,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=2Yqtm1lVMbk&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
23,狗狗上廁所訓練,侯隆杰,46,1181,2005-08-01,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=zcRvXTjW1RU&ab_channel=%E5%A6%9E%E6%96%B0%E8%81%9E
24,聆聽寵物心聲,劉玟光,89,651,2017-05-03,english,english,人寵關係,https://www.youtube.com/watch?v=h_0XcWmepf4&ab_channel=%E8%90%8C%E5%AE%A0%E8%AE%B0%E4%BA%8Bcutedog
25,狗狗接飛盤,張春泰,36,1601,2018-05-02,english,english,寵物訓練,https://www.youtube.com/watch?v=WsBv8--PX3o&ab_channel=%E7%88%AA%E5%AD%90%E6%AE%BF%E4%B8%8B
26,人寵關係,張建宏,47,361,2011-11-04,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=ur3NKd91i5I&ab_channel=%E3%80%90%E5%AF%B5%E4%BC%B4%E3%80%91Partners
27,狗狗接飛盤,林佳定,90,481,2003-04-22,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=JXcDwFnMI9M&ab_channel=%E5%93%A9%E8%B3%80Genieyang
28,寵物導論,張惠仁,37,1182,2014-11-15,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=7zPHkjzprG4&ab_channel=%E6%88%91%E6%98%AF%E9%A6%99%E8%8F%87Mushroom
29,貓狗馬戲團導論,蔡欣樺,48,652,2016-07-20,english,english,寵物訓練,https://www.youtube.com/watch?v=WK_-Pv4UWR4&ab_channel=%E6%8B%89%E5%A7%86%E6%9C%89%E5%B9%BE%E5%99%99
30,人寵關係,楊哲榮,91,1602,2000-01-05,english,english,人寵關係,https://www.youtube.com/watch?v=DYijuygHYA4&ab_channel=RVT%E5%A4%A7%E7%AB%B9%E5%AD%92
31,狗狗上廁所訓練,陳俊賢,38,362,2001-05-30,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=_6vn5Jh31aM&ab_channel=%E6%9D%8E%E5%96%9C%E7%8C%AB
32,人寵關係,程恭其,49,482,2001-02-25,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=vbhlSn0jyX8&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
33,狗狗上廁所訓練,邱秀玲,92,1183,2019-09-27,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=2Yqtm1lVMbk&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
34,貓狗疫苗,林湘緯,39,653,2010-10-27,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=zcRvXTjW1RU&ab_channel=%E5%A6%9E%E6%96%B0%E8%81%9E
35,狗狗上廁所訓練,吳原水,50,1603,2003-01-22,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=h_0XcWmepf4&ab_channel=%E8%90%8C%E5%AE%A0%E8%AE%B0%E4%BA%8Bcutedog
36,貓狗陪伴,林筱婷,93,363,2018-04-16,english,english,人寵關係,https://www.youtube.com/watch?v=WsBv8--PX3o&ab_channel=%E7%88%AA%E5%AD%90%E6%AE%BF%E4%B8%8B
37,聆聽寵物心聲,梁冠德,40,483,2015-05-16,english,english,寵物照護,https://www.youtube.com/watch?v=ur3NKd91i5I&ab_channel=%E3%80%90%E5%AF%B5%E4%BC%B4%E3%80%91Partners
38,聆聽寵物,謝宛君,51,1184,2021-06-04,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=JXcDwFnMI9M&ab_channel=%E5%93%A9%E8%B3%80Genieyang
39,狗狗上廁所訓練,張淑奇,89,2002,2005-05-03,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=7zPHkjzprG4&ab_channel=%E6%88%91%E6%98%AF%E9%A6%99%E8%8F%87Mushroom
40,貓狗相處,林雅雯,36,1282,2013-12-22,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=WK_-Pv4UWR4&ab_channel=%E6%8B%89%E5%A7%86%E6%9C%89%E5%B9%BE%E5%99%100
41,狗狗刷牙,黃芳儀,47,3562,2020-09-17,english,english,寵物照護,https://www.youtube.com/watch?v=DYijuygHYA4&ab_channel=RVT%E5%A4%A7%E7%AB%B9%E5%AD%93
42,狗狗刷牙,游乃政,90,1182,2018-02-17,english,english,寵物照護,https://www.youtube.com/watch?v=_6vn5Jh31aM&ab_channel=%E6%9D%8E%E5%96%9C%E7%8C%AB
43,狗狗上廁所訓練,謝伶盛,37,652,2004-05-24,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=vbhlSn0jyX8&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
44,人寵關係,梁依珮,48,1602,2021-12-28,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=2Yqtm1lVMbk&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
45,聆聽寵物,李家宏,91,362,2004-01-23,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=zcRvXTjW1RU&ab_channel=%E5%A6%9E%E6%96%B0%E8%81%9E
46,遛狗GOGO,林奕書,38,482,2014-02-22,english,english,寵物照護,https://www.youtube.com/watch?v=h_0XcWmepf4&ab_channel=%E8%90%8C%E5%AE%A0%E8%AE%B0%E4%BA%8Bcutedog
47,狗狗上廁所訓練,蘇璇岳,88,1183,2020-11-24,english,english,寵物訓練,https://www.youtube.com/watch?v=WsBv8--PX3o&ab_channel=%E7%88%AA%E5%AD%90%E6%AE%BF%E4%B8%8B
48,飼主導論,曹人一,35,653,2017-01-09,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=ur3NKd91i5I&ab_channel=%E3%80%90%E5%AF%B5%E4%BC%B4%E3%80%91Partners
49,貓咪陪伴,周淑媛,46,1603,2005-06-14,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=JXcDwFnMI9M&ab_channel=%E5%93%A9%E8%B3%80Genieyang
50,貓咪陪伴,李淑卿,89,363,2001-03-20,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=7zPHkjzprG4&ab_channel=%E6%88%91%E6%98%AF%E9%A6%99%E8%8F%87Mushroom
51,狗飼主陪伴學,郭雯婷,36,483,2018-05-19,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=WK_-Pv4UWR4&ab_channel=%E6%8B%89%E5%A7%86%E6%9C%89%E5%B9%BE%E5%99%101
52,飼主導論,張怡靜,47,1184,2015-05-06,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=DYijuygHYA4&ab_channel=RVT%E5%A4%A7%E7%AB%B9%E5%AD%94
53,狗狗刷牙,王育菁,90,654,2008-01-11,english,english,寵物照護,https://www.youtube.com/watch?v=_6vn5Jh31aM&ab_channel=%E6%9D%8E%E5%96%9C%E7%8C%AB
54,狗狗刷牙,張瑜甫,37,1604,2011-09-20,english,english,寵物照護,https://www.youtube.com/watch?v=vbhlSn0jyX8&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
55,狗狗上廁所訓練,林禹火,48,364,2011-11-07,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=2Yqtm1lVMbk&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
56,人寵關係,陳淑惠,91,484,2003-12-21,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=zcRvXTjW1RU&ab_channel=%E5%A6%9E%E6%96%B0%E8%81%9E
57,貓耳照顧,蔡宜霞,38,1185,2002-02-13,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=h_0XcWmepf4&ab_channel=%E8%90%8C%E5%AE%A0%E8%AE%B0%E4%BA%8Bcutedog
58,貓耳照顧,張惠君,49,2003,2021-09-09,english,english,寵物照護,https://www.youtube.com/watch?v=WsBv8--PX3o&ab_channel=%E7%88%AA%E5%AD%90%E6%AE%BF%E4%B8%8B
59,狗狗上廁所訓練,劉瑋婷,92,1283,2019-10-14,english,english,寵物訓練,https://www.youtube.com/watch?v=ur3NKd91i5I&ab_channel=%E3%80%90%E5%AF%B5%E4%BC%B4%E3%80%91Partners
60,貓咪陪伴,陳亭宏,39,3563,2009-07-29,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=JXcDwFnMI9M&ab_channel=%E5%93%A9%E8%B3%80Genieyang
61,狗狗刷牙,陳柏青,50,1183,2012-04-01,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=7zPHkjzprG4&ab_channel=%E6%88%91%E6%98%AF%E9%A6%99%E8%8F%87Mushroom
62,狗狗上廁所訓練,蔡喜名,75,2001,2020-12-15,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=zcRvXTjW1RU&ab_channel=%E5%A6%9E%E6%96%B0%E8%81%9E
63,貓貓餵食,陳焦糖,68,1281,2000-08-14,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=h_0XcWmepf4&ab_channel=%E8%90%8C%E5%AE%A0%E8%AE%B0%E4%BA%8Bcutedog
64,貓砂清理,羅辛何,88,3561,2018-03-01,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=WsBv8--PX3o&ab_channel=%E7%88%AA%E5%AD%90%E6%AE%BF%E4%B8%8B
65,遛狗GOGO,楊小慧,35,1181,2019-12-25,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=ur3NKd91i5I&ab_channel=%E3%80%90%E5%AF%B5%E4%BC%B4%E3%80%91Partners
66,人寵關係,陳曉東,46,651,2019-12-08,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=JXcDwFnMI9M&ab_channel=%E5%93%A9%E8%B3%80Genieyang
67,貓耳照顧,汪東河,89,1601,2014-07-05,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=7zPHkjzprG4&ab_channel=%E6%88%91%E6%98%AF%E9%A6%99%E8%8F%87Mushroom
68,導盲犬導論,陳家豪,36,361,2018-05-23,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=WK_-Pv4UWR4&ab_channel=%E6%8B%89%E5%A7%86%E6%9C%89%E5%B9%BE%E5%99%98
69,寵物安心感,林志成,47,481,2007-10-10,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=DYijuygHYA4&ab_channel=RVT%E5%A4%A7%E7%AB%B9%E5%AD%91
70,獸醫導論,林宜靜,90,1182,2015-05-28,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=_6vn5Jh31aM&ab_channel=%E6%9D%8E%E5%96%9C%E7%8C%AB
71,飼主導論,劉育華,37,652,2016-03-13,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=vbhlSn0jyX8&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
72,聆聽寵物心聲,陳雅婷,48,1602,2010-08-11,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=2Yqtm1lVMbk&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
73,狗狗刷牙,陳秋星,91,362,2008-05-24,english,english,寵物照護,https://www.youtube.com/watch?v=zcRvXTjW1RU&ab_channel=%E5%A6%9E%E6%96%B0%E8%81%9E
74,遛狗GOGO,李俊妮,38,482,2005-10-03,english,english,寵物訓練,https://www.youtube.com/watch?v=h_0XcWmepf4&ab_channel=%E8%90%8C%E5%AE%A0%E8%AE%B0%E4%BA%8Bcutedog
75,人寵關係,蔡宛州,49,1183,2014-07-08,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=WsBv8--PX3o&ab_channel=%E7%88%AA%E5%AD%90%E6%AE%BF%E4%B8%8B
76,狗狗刷牙,周怡芃,92,653,2012-05-26,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=ur3NKd91i5I&ab_channel=%E3%80%90%E5%AF%B5%E4%BC%B4%E3%80%91Partners
77,導盲犬導論,鄧郁婷,39,1603,2005-08-07,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=JXcDwFnMI9M&ab_channel=%E5%93%A9%E8%B3%80Genieyang
78,人寵關係,蘇家祥,50,363,2021-09-06,english,english,人寵關係,https://www.youtube.com/watch?v=7zPHkjzprG4&ab_channel=%E6%88%91%E6%98%AF%E9%A6%99%E8%8F%87Mushroom
79,獸醫導論,吳柏伯,93,483,2014-09-05,english,english,寵物照護,https://www.youtube.com/watch?v=WK_-Pv4UWR4&ab_channel=%E6%8B%89%E5%A7%86%E6%9C%89%E5%B9%BE%E5%99%99
80,狗狗上廁所訓練,張家瑋,40,1184,2010-12-14,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=DYijuygHYA4&ab_channel=RVT%E5%A4%A7%E7%AB%B9%E5%AD%92
81,人寵關係,楊俊偉,51,2002,2001-03-07,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=_6vn5Jh31aM&ab_channel=%E6%9D%8E%E5%96%9C%E7%8C%AB
82,狗狗接飛盤,李育修,89,1282,2000-02-06,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=vbhlSn0jyX8&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
83,貓狗相處,梁佩儒,36,3562,2010-03-02,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=2Yqtm1lVMbk&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
84,狗狗上廁所訓練,侯隆杰,47,1182,2005-08-02,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=zcRvXTjW1RU&ab_channel=%E5%A6%9E%E6%96%B0%E8%81%9E
85,聆聽寵物心聲,劉玟光,90,652,2017-05-04,english,english,人寵關係,https://www.youtube.com/watch?v=h_0XcWmepf4&ab_channel=%E8%90%8C%E5%AE%A0%E8%AE%B0%E4%BA%8Bcutedog
86,狗狗接飛盤,張春泰,37,1602,2018-05-03,english,english,寵物訓練,https://www.youtube.com/watch?v=WsBv8--PX3o&ab_channel=%E7%88%AA%E5%AD%90%E6%AE%BF%E4%B8%8B
87,人寵關係,張建宏,48,362,2011-11-05,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=ur3NKd91i5I&ab_channel=%E3%80%90%E5%AF%B5%E4%BC%B4%E3%80%91Partners
88,狗狗接飛盤,林佳定,91,482,2003-04-23,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=JXcDwFnMI9M&ab_channel=%E5%93%A9%E8%B3%80Genieyang
89,寵物導論,張惠仁,38,1183,2014-11-16,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=7zPHkjzprG4&ab_channel=%E6%88%91%E6%98%AF%E9%A6%99%E8%8F%87Mushroom
90,貓狗馬戲團導論,蔡欣樺,49,653,2016-07-21,english,english,寵物訓練,https://www.youtube.com/watch?v=WK_-Pv4UWR4&ab_channel=%E6%8B%89%E5%A7%86%E6%9C%89%E5%B9%BE%E5%99%100
91,人寵關係,楊哲榮,92,1603,2000-01-06,english,english,人寵關係,https://www.youtube.com/watch?v=DYijuygHYA4&ab_channel=RVT%E5%A4%A7%E7%AB%B9%E5%AD%93
92,狗狗上廁所訓練,陳俊賢,39,363,2001-05-31,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=_6vn5Jh31aM&ab_channel=%E6%9D%8E%E5%96%9C%E7%8C%AB
93,人寵關係,程恭其,50,483,2001-02-26,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=vbhlSn0jyX8&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
94,狗狗上廁所訓練,邱秀玲,93,1184,2019-09-28,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=2Yqtm1lVMbk&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
95,貓狗疫苗,林湘緯,40,654,2010-10-28,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=zcRvXTjW1RU&ab_channel=%E5%A6%9E%E6%96%B0%E8%81%9E
96,狗狗上廁所訓練,吳原水,51,1604,2003-01-23,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=h_0XcWmepf4&ab_channel=%E8%90%8C%E5%AE%A0%E8%AE%B0%E4%BA%8Bcutedog
97,貓狗陪伴,林筱婷,94,364,2018-04-17,english,english,人寵關係,https://www.youtube.com/watch?v=WsBv8--PX3o&ab_channel=%E7%88%AA%E5%AD%90%E6%AE%BF%E4%B8%8B
98,聆聽寵物心聲,梁冠德,41,484,2015-05-17,english,english,寵物照護,https://www.youtube.com/watch?v=ur3NKd91i5I&ab_channel=%E3%80%90%E5%AF%B5%E4%BC%B4%E3%80%91Partners
99,聆聽寵物,謝宛君,52,1185,2021-06-05,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=JXcDwFnMI9M&ab_channel=%E5%93%A9%E8%B3%80Genieyang
100,狗狗上廁所訓練,張淑奇,90,2003,2005-05-04,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=7zPHkjzprG4&ab_channel=%E6%88%91%E6%98%AF%E9%A6%99%E8%8F%87Mushroom
101,貓狗相處,林雅雯,37,1283,2013-12-23,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=WK_-Pv4UWR4&ab_channel=%E6%8B%89%E5%A7%86%E6%9C%89%E5%B9%BE%E5%99%101
102,狗狗刷牙,黃芳儀,48,3563,2020-09-18,english,english,寵物照護,https://www.youtube.com/watch?v=DYijuygHYA4&ab_channel=RVT%E5%A4%A7%E7%AB%B9%E5%AD%94
103,狗狗刷牙,游乃政,91,1183,2018-02-18,english,english,寵物照護,https://www.youtube.com/watch?v=_6vn5Jh31aM&ab_channel=%E6%9D%8E%E5%96%9C%E7%8C%AB
104,狗狗上廁所訓練,謝伶盛,38,653,2004-05-25,chinese,chinese,寵物訓練,https://www.youtube.com/watch?v=vbhlSn0jyX8&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
105,人寵關係,梁依珮,49,1603,2021-12-29,chinese,chinese,人寵關係,https://www.youtube.com/watch?v=2Yqtm1lVMbk&ab_channel=%E8%A8%B1%E4%BC%AF%26%E7%B0%A1%E8%8A%9D%E2%80%94%E5%80%89%E9%BC%A0%E4%BA%BA
106,聆聽寵物,李家宏,92,363,2004-01-24,chinese,chinese,寵物照護,https://www.youtube.com/watch?v=zcRvXTjW1RU&ab_channel=%E5%A6%9E%E6%96%B0%E8%81%9E
107,遛狗GOGO,林奕書,39,483,2014-02-23,english,english,寵物照護,https://www.youtube.com/watch?v=h_0XcWmepf4&ab_channel=%E8%90%8C%E5%AE%A0%E8%AE%B0%E4%BA%8Bcutedog
108,狗狗上廁所訓練,蘇璇岳,89,1184,2020-11-25,english,english,寵物訓練,https://www.youtube.com/watch?v=WsBv8--PX3o&ab_channel=%E7%88%AA%E5%AD%90%E6%AE%BF%E4%B8%8B
